HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals
Saint Kitts and Nevis,Grenada,2019,0,0,0
Belize,French Guiana,2019,2,0,2
Bahamas,British Virgin Islands,2019,3,0,3
Turks and Caicos Islands,Sint Maarten,2019,3,2,5
Maldives,Philippines,2019,1,2,3
Syria,China PR,2019,2,1,3
Jordan,Australia,2019,0,1,1
Kuwait,Taiwan,2019,9,0,9
Iraq,Iran,2019,2,1,3
Hong Kong,Bahrain,2019,0,0,0
Uzbekistan,Saudi Arabia,2019,2,3,5
Yemen,Palestine,2019,1,0,1
Afghanistan,India,2019,1,1,2
Oman,Bangladesh,2019,4,1,5
Myanmar,Tajikistan,2019,4,3,7
Kyrgyzstan,Japan,2019,0,2,2
Vietnam,United Arab Emirates,2019,1,0,1
Malaysia,Thailand,2019,2,1,3
Lebanon,South Korea,2019,0,0,0
Turkmenistan,North Korea,2019,3,1,4
Morocco,Mauritania,2019,0,0,0
Zimbabwe,Botswana,2019,0,0,0
Tanzania,Equatorial Guinea,2019,2,1,3
Tunisia,Libya,2019,4,1,5
Denmark,Gibraltar,2019,6,0,6
Switzerland,Georgia,2019,1,0,1
Norway,Faroe Islands,2019,4,0,4
Spain,Malta,2019,7,0,7
Romania,Sweden,2019,0,2,2
Finland,Liechtenstein,2019,3,0,3
Bosnia and Herzegovina,Italy,2019,0,3,3
Armenia,Greece,2019,0,1,1
United States,Canada,2019,4,1,5
Panama,Mexico,2019,0,3,3
Antigua and Barbuda,Jamaica,2019,0,2,2
Guyana,Aruba,2019,4,2,6
Saint Vincent and the Grenadines,Nicaragua,2019,1,0,1
Suriname,Dominica,2019,4,0,4
Ivory Coast,Niger,2019,1,0,1
Madagascar,Ethiopia,2019,1,0,1
Northern Ireland,Netherlands,2019,0,0,0
Germany,Belarus,2019,4,0,4
Croatia,Slovakia,2019,3,1,4
Azerbaijan,Wales,2019,0,2,2
Slovenia,Latvia,2019,1,0,1
Austria,North Macedonia,2019,2,1,3
Israel,Poland,2019,1,2,3
Cyprus,Scotland,2019,1,2,3
San Marino,Kazakhstan,2019,1,3,4
Russia,Belgium,2019,1,4,5
Saint Lucia,Dominican Republic,2019,1,0,1
El Salvador,Montserrat,2019,1,0,1
Saint Martin,Barbados,2019,1,0,1
Cayman Islands,United States Virgin Islands,2019,1,0,1
Guatemala,Puerto Rico,2019,5,0,5
Chad,Mali,2019,0,2,2
Guinea,Namibia,2019,2,0,2
South Sudan,Burkina Faso,2019,1,2,3
Uganda,Malawi,2019,2,0,2
South Africa,Sudan,2019,1,0,1
Gabon,Angola,2019,2,1,3
Rwanda,Cameroon,2019,0,1,1
Congo,Guinea-Bissau,2019,3,0,3
Eswatini,Senegal,2019,1,4,5
Benin,Sierra Leone,2019,1,0,1
Lesotho,Nigeria,2019,2,4,6
Kosovo,England,2019,0,4,4
Bulgaria,Czech Republic,2019,1,0,1
Luxembourg,Portugal,2019,0,2,2
Serbia,Ukraine,2019,2,2,4
Albania,France,2019,0,2,2
Andorra,Turkey,2019,0,2,2
Moldova,Iceland,2019,1,2,3
Honduras,Trinidad and Tobago,2019,4,0,4
Costa Rica,Haiti,2019,1,1,2
Grenada,Belize,2019,3,2,5
French Guiana,Saint Kitts and Nevis,2019,3,1,4
Bonaire,Bahamas,2019,1,1,2
Guadeloupe,Turks and Caicos Islands,2019,10,0,10
São Tomé and Príncipe,Ghana,2019,0,1,1
Gambia,DR Congo,2019,2,2,4
Cape Verde,Mozambique,2019,2,2,4
Comoros,Egypt,2019,0,0,0
Kenya,Togo,2019,1,1,2
Botswana,Algeria,2019,0,1,1
Niger,Madagascar,2019,2,6,8
Republic of Ireland,Denmark,2019,1,1,2
Gibraltar,Switzerland,2019,1,6,7
Malta,Norway,2019,1,2,3
Spain,Romania,2019,5,0,5
Sweden,Faroe Islands,2019,3,0,3
Italy,Armenia,2019,9,1,10
Liechtenstein,Bosnia and Herzegovina,2019,0,3,3
Greece,Finland,2019,2,1,3
Jamaica,Guyana,2019,1,1,2
Aruba,Antigua and Barbuda,2019,2,3,5
Nicaragua,Suriname,2019,1,2,3
Dominica,Saint Vincent and the Grenadines,2019,1,0,1
Burundi,Morocco,2019,0,3,3
Mauritania,Central African Republic,2019,2,0,2
Zambia,Zimbabwe,2019,1,2,3
Equatorial Guinea,Tunisia,2019,0,1,1
Libya,Tanzania,2019,2,1,3
Ethiopia,Ivory Coast,2019,2,1,3
Germany,Northern Ireland,2019,6,1,7
Netherlands,Estonia,2019,5,0,5
Wales,Hungary,2019,2,0,2
Slovakia,Azerbaijan,2019,2,0,2
North Macedonia,Israel,2019,1,0,1
Poland,Slovenia,2019,3,2,5
Latvia,Austria,2019,1,0,1
Scotland,Kazakhstan,2019,3,1,4
Belgium,Cyprus,2019,6,1,7
San Marino,Russia,2019,0,5,5
Cuba,United States,2019,0,4,4
Mexico,Bermuda,2019,2,1,3
El Salvador,Dominican Republic,2019,2,0,2
Saint Lucia,Montserrat,2019,0,1,1
Barbados,Cayman Islands,2019,3,0,3
United States Virgin Islands,Saint Martin,2019,1,2,3
Puerto Rico,Anguilla,2019,3,0,3
Maldives,Guam,2019,3,1,4
Syria,Philippines,2019,1,0,1
Nepal,Kuwait,2019,0,1,1
Jordan,Taiwan,2019,5,0,5
Iraq,Bahrain,2019,0,0,0
Hong Kong,Cambodia,2019,2,0,2
Uzbekistan,Palestine,2019,2,0,2
Yemen,Singapore,2019,1,2,3
Afghanistan,Qatar,2019,0,1,1
Oman,India,2019,1,0,1
Myanmar,Mongolia,2019,1,0,1
Kyrgyzstan,Tajikistan,2019,1,1,2
Vietnam,Thailand,2019,0,0,0
Malaysia,Indonesia,2019,2,0,2
Turkmenistan,Sri Lanka,2019,2,0,2
Lebanon,North Korea,2019,0,0,0
Germany,Spain,2020,1,1,2
Ukraine,Switzerland,2020,2,1,3
Russia,Serbia,2020,3,1,4
Turkey,Hungary,2020,0,1,1
Bulgaria,Republic of Ireland,2020,1,1,2
Finland,Wales,2020,0,1,1
Moldova,Kosovo,2020,1,1,2
Slovenia,Greece,2020,0,0,0
Latvia,Andorra,2020,0,0,0
Faroe Islands,Malta,2020,3,2,5
Italy,Bosnia and Herzegovina,2020,1,1,2
Netherlands,Poland,2020,1,0,1
Norway,Austria,2020,1,2,3
Romania,Northern Ireland,2020,1,1,2
Scotland,Israel,2020,1,1,2
Slovakia,Czech Republic,2020,1,3,4
Lithuania,Kazakhstan,2020,0,2,2
Belarus,Albania,2020,0,2,2
Iceland,England,2020,0,1,1
Denmark,Belgium,2020,0,2,2
Portugal,Croatia,2020,4,1,5
Sweden,France,2020,0,1,1
Cyprus,Montenegro,2020,0,2,2
Azerbaijan,Luxembourg,2020,1,2,3
North Macedonia,Armenia,2020,2,1,3
Estonia,Georgia,2020,0,1,1
Gibraltar,San Marino,2020,1,0,1
Spain,Ukraine,2020,4,0,4
Switzerland,Germany,2020,1,1,2
Hungary,Russia,2020,2,3,5
Serbia,Turkey,2020,0,0,0
Wales,Bulgaria,2020,1,0,1
Republic of Ireland,Finland,2020,0,1,1
Slovenia,Moldova,2020,1,0,1
Kosovo,Greece,2020,1,2,3
Andorra,Faroe Islands,2020,0,1,1
Malta,Latvia,2020,1,1,2
Bosnia and Herzegovina,Poland,2020,1,2,3
Netherlands,Italy,2020,0,1,1
Northern Ireland,Norway,2020,1,5,6
Austria,Romania,2020,2,3,5
Czech Republic,Scotland,2020,1,2,3
Israel,Slovakia,2020,1,1,2
Kazakhstan,Belarus,2020,1,2,3
Albania,Lithuania,2020,0,1,1
Belgium,Iceland,2020,5,1,6
Denmark,England,2020,0,0,0
France,Croatia,2020,4,2,6
Sweden,Portugal,2020,0,2,2
Luxembourg,Montenegro,2020,0,1,1
Cyprus,Azerbaijan,2020,0,1,1
Armenia,Estonia,2020,2,0,2
Georgia,North Macedonia,2020,1,1,2
San Marino,Liechtenstein,2020,0,2,2
Paraguay,Peru,2020,2,2,4
Uruguay,Chile,2020,2,1,3
Argentina,Ecuador,2020,1,0,1
Iceland,Romania,2020,2,1,3
Bulgaria,Hungary,2020,1,3,4
Bosnia and Herzegovina,Northern Ireland,2020,1,1,2
Slovakia,Republic of Ireland,2020,0,0,0
Scotland,Israel,2020,0,0,0
Norway,Serbia,2020,1,2,3
Georgia,Belarus,2020,1,0,1
North Macedonia,Kosovo,2020,2,1,3
Colombia,Venezuela,2020,3,0,3
Brazil,Bolivia,2020,5,0,5
Spain,Switzerland,2020,1,0,1
Ukraine,Germany,2020,1,2,3
Luxembourg,Cyprus,2020,2,0,2
Montenegro,Azerbaijan,2020,2,0,2
Faroe Islands,Latvia,2020,1,1,2
Andorra,Malta,2020,0,0,0
Liechtenstein,Gibraltar,2020,0,1,1
Bosnia and Herzegovina,Netherlands,2020,0,0,0
Poland,Italy,2020,0,0,0
England,Belgium,2020,2,1,3
Iceland,Denmark,2020,0,3,3
Croatia,Sweden,2020,2,1,3
France,Portugal,2020,0,0,0
Norway,Romania,2020,4,0,4
Northern Ireland,Austria,2020,0,1,1
Scotland,Slovakia,2020,1,0,1
Israel,Czech Republic,2020,1,2,3
Serbia,Hungary,2020,0,1,1
Russia,Turkey,2020,1,1,2
Republic of Ireland,Wales,2020,0,0,0
Finland,Bulgaria,2020,2,0,2
Armenia,Georgia,2020,2,2,4
Estonia,North Macedonia,2020,3,3,6
Kosovo,Slovenia,2020,0,1,1
Greece,Moldova,2020,2,0,2
Kazakhstan,Albania,2020,0,0,0
Lithuania,Belarus,2020,2,2,4
Germany,Switzerland,2020,3,3,6
Ukraine,Spain,2020,1,0,1
Azerbaijan,Cyprus,2020,0,0,0
Montenegro,Luxembourg,2020,1,2,3
Latvia,Malta,2020,0,1,1
Faroe Islands,Andorra,2020,2,0,2
Liechtenstein,San Marino,2020,0,0,0
Bolivia,Argentina,2020,1,2,3
Ecuador,Uruguay,2020,4,2,6
Venezuela,Paraguay,2020,0,1,1
Peru,Brazil,2020,2,4,6
Chile,Colombia,2020,2,2,4
Italy,Netherlands,2020,1,1,2
Poland,Bosnia and Herzegovina,2020,3,0,3
Iceland,Belgium,2020,1,2,3
England,Denmark,2020,0,1,1
Portugal,Sweden,2020,3,0,3
Croatia,France,2020,1,2,3
Norway,Northern Ireland,2020,1,0,1
Romania,Austria,2020,0,1,1
Scotland,Czech Republic,2020,1,0,1
Slovakia,Israel,2020,2,3,5
Russia,Hungary,2020,0,0,0
Turkey,Serbia,2020,2,2,4
Finland,Republic of Ireland,2020,1,0,1
Bulgaria,Wales,2020,0,1,1
North Macedonia,Georgia,2020,1,1,2
Estonia,Armenia,2020,1,1,2
Greece,Kosovo,2020,0,0,0
Moldova,Slovenia,2020,0,4,4
Lithuania,Albania,2020,0,0,0
Belarus,Kazakhstan,2020,2,0,2
Hungary,Iceland,2020,2,1,3
Northern Ireland,Slovakia,2020,1,2,3
Serbia,Scotland,2020,1,1,2
Georgia,North Macedonia,2020,0,1,1
Bolivia,Ecuador,2020,2,3,5
Argentina,Paraguay,2020,1,1,2
Colombia,Uruguay,2020,0,3,3
Chile,Peru,2020,2,0,2
Brazil,Venezuela,2020,1,0,1
Portugal,France,2020,0,1,1
Sweden,Croatia,2020,2,1,3
Germany,Ukraine,2020,3,1,4
Switzerland,Spain,2020,1,1,2
Azerbaijan,Montenegro,2020,0,0,0
Cyprus,Luxembourg,2020,2,1,3
Malta,Andorra,2020,3,1,4
Latvia,Faroe Islands,2020,1,1,2
San Marino,Gibraltar,2020,0,0,0
Netherlands,Bosnia and Herzegovina,2020,3,1,4
Italy,Poland,2020,2,0,2
Belgium,England,2020,2,0,2
Denmark,Iceland,2020,2,1,3
Austria,Northern Ireland,2020,2,1,3
Romania,Norway,2020,3,0,3
Slovakia,Scotland,2020,1,0,1
Czech Republic,Israel,2020,1,0,1
Turkey,Russia,2020,3,2,5
Hungary,Serbia,2020,1,1,2
Wales,Republic of Ireland,2020,1,0,1
Bulgaria,Finland,2020,1,2,3
North Macedonia,Estonia,2020,2,1,3
Georgia,Armenia,2020,1,2,3
Slovenia,Kosovo,2020,2,1,3
Moldova,Greece,2020,0,2,2
Albania,Kazakhstan,2020,3,1,4
Belarus,Lithuania,2020,2,0,2
Croatia,Portugal,2020,2,3,5
France,Sweden,2020,4,2,6
Spain,Germany,2020,6,0,6
Switzerland,Ukraine,2020,3,0,3
Luxembourg,Azerbaijan,2020,0,0,0
Montenegro,Cyprus,2020,4,0,4
Andorra,Latvia,2020,0,5,5
Malta,Faroe Islands,2020,1,1,2
Gibraltar,Liechtenstein,2020,1,1,2
Ecuador,Colombia,2020,6,1,7
Venezuela,Chile,2020,2,1,3
Peru,Argentina,2020,0,2,2
Paraguay,Bolivia,2020,2,2,4
Uruguay,Brazil,2020,0,2,2
Bosnia and Herzegovina,Italy,2020,0,2,2
Poland,Netherlands,2020,1,2,3
England,Iceland,2020,4,0,4
Belgium,Denmark,2020,4,2,6
Northern Ireland,Romania,2020,1,1,2
Austria,Norway,2020,1,1,2
Czech Republic,Slovakia,2020,2,0,2
Israel,Scotland,2020,1,0,1
Hungary,Turkey,2020,2,0,2
Serbia,Russia,2020,5,0,5
Republic of Ireland,Bulgaria,2020,0,0,0
Wales,Finland,2020,3,1,4
Armenia,North Macedonia,2020,1,0,1
Georgia,Estonia,2020,0,0,0
Kosovo,Moldova,2020,1,0,1
Greece,Slovenia,2020,0,0,0
Albania,Belarus,2020,3,2,5
Kazakhstan,Lithuania,2020,1,2,3
Qatar,Bangladesh,2020,5,0,5
Antigua and Barbuda,Montserrat,2021,2,2,4
Suriname,Cayman Islands,2021,3,0,3
Guatemala,Cuba,2021,1,0,1
Dominican Republic,Dominica,2021,1,0,1
Saint Kitts and Nevis,Puerto Rico,2021,1,0,1
Portugal,Azerbaijan,2021,1,0,1
Serbia,Republic of Ireland,2021,3,2,5
France,Ukraine,2021,1,1,2
Finland,Bosnia and Herzegovina,2021,2,2,4
Belgium,Wales,2021,3,1,4
Estonia,Czech Republic,2021,2,6,8
Turkey,Netherlands,2021,4,2,6
Gibraltar,Norway,2021,0,3,3
Latvia,Montenegro,2021,1,2,3
Malta,Russia,2021,1,3,4
Slovenia,Croatia,2021,1,0,1
Cyprus,Slovakia,2021,0,0,0
Chad,Namibia,2021,0,3,3
Guinea,Mali,2021,1,0,1
South Sudan,Malawi,2021,0,1,1
Uganda,Burkina Faso,2021,0,0,0
São Tomé and Príncipe,Sudan,2021,0,2,2
Rwanda,Mozambique,2021,1,0,1
Ethiopia,Madagascar,2021,4,0,4
El Salvador,Grenada,2021,2,0,2
Canada,Bermuda,2021,5,1,6
Curaçao,Saint Vincent and the Grenadines,2021,5,0,5
Panama,Barbados,2021,1,0,1
Haiti,Belize,2021,2,0,2
Trinidad and Tobago,Guyana,2021,3,0,3
Spain,Greece,2021,1,1,2
Sweden,Georgia,2021,1,0,1
Bulgaria,Switzerland,2021,1,3,4
Italy,Northern Ireland,2021,2,0,2
Israel,Denmark,2021,0,2,2
Scotland,Austria,2021,2,2,4
Moldova,Faroe Islands,2021,1,1,2
England,San Marino,2021,5,0,5
Andorra,Albania,2021,0,1,1
Hungary,Poland,2021,3,3,6
Germany,Iceland,2021,3,0,3
Liechtenstein,Armenia,2021,0,1,1
Romania,North Macedonia,2021,3,2,5
South Africa,Ghana,2021,1,1,2
Gambia,Angola,2021,1,0,1
Gabon,DR Congo,2021,3,0,3
Comoros,Togo,2021,0,0,0
Kenya,Egypt,2021,1,1,2
Botswana,Zimbabwe,2021,0,1,1
Zambia,Algeria,2021,3,3,6
Equatorial Guinea,Tanzania,2021,1,0,1
Libya,Tunisia,2021,2,5,7
Tajikistan,Mongolia,2021,3,0,3
Burundi,Central African Republic,2021,2,2,4
Mauritania,Morocco,2021,0,0,0
Cape Verde,Cameroon,2021,3,1,4
Eswatini,Guinea-Bissau,2021,1,3,4
Congo,Senegal,2021,0,0,0
Niger,Ivory Coast,2021,0,3,3
United States Virgin Islands,Antigua and Barbuda,2021,0,3,3
Aruba,Suriname,2021,0,6,6
British Virgin Islands,Guatemala,2021,0,3,3
Anguilla,Dominican Republic,2021,0,6,6
Turks and Caicos Islands,Nicaragua,2021,0,7,7
Bahamas,Saint Kitts and Nevis,2021,0,4,4
Republic of Ireland,Luxembourg,2021,0,1,1
Serbia,Portugal,2021,2,2,4
Belarus,Estonia,2021,4,2,6
Czech Republic,Belgium,2021,1,1,2
Montenegro,Gibraltar,2021,4,1,5
Netherlands,Latvia,2021,2,0,2
Norway,Turkey,2021,0,3,3
Russia,Slovenia,2021,2,1,3
Croatia,Cyprus,2021,1,0,1
Slovakia,Malta,2021,2,2,4
Lesotho,Sierra Leone,2021,0,0,0
Benin,Nigeria,2021,0,1,1
Montserrat,El Salvador,2021,1,1,2
Cuba,Curaçao,2021,1,2,3
Dominica,Panama,2021,1,2,3
Puerto Rico,Trinidad and Tobago,2021,1,1,2
Georgia,Spain,2021,1,2,3
Kosovo,Sweden,2021,0,3,3
Switzerland,Lithuania,2021,1,0,1
Bulgaria,Italy,2021,0,2,2
Kazakhstan,France,2021,0,2,2
Ukraine,Finland,2021,1,1,2
Denmark,Moldova,2021,8,0,8
Austria,Faroe Islands,2021,3,1,4
Israel,Scotland,2021,1,1,2
Albania,England,2021,0,2,2
Poland,Andorra,2021,3,0,3
San Marino,Hungary,2021,0,3,3
Armenia,Iceland,2021,2,0,2
North Macedonia,Liechtenstein,2021,5,0,5
Romania,Germany,2021,0,1,1
Namibia,Guinea,2021,2,1,3
Mali,Chad,2021,3,0,3
Ghana,São Tomé and Príncipe,2021,3,1,4
Sudan,South Africa,2021,2,0,2
Tunisia,Equatorial Guinea,2021,2,1,3
Tanzania,Libya,2021,1,0,1
Cayman Islands,Canada,2021,0,11,11
Burkina Faso,South Sudan,2021,1,0,1
Malawi,Uganda,2021,1,0,1
Angola,Gabon,2021,2,0,2
DR Congo,Gambia,2021,1,0,1
Togo,Kenya,2021,1,2,3
Egypt,Comoros,2021,4,0,4
Algeria,Botswana,2021,5,0,5
Zimbabwe,Zambia,2021,0,2,2
Grenada,United States Virgin Islands,2021,1,0,1
Bermuda,Aruba,2021,5,0,5
Saint Vincent and the Grenadines,British Virgin Islands,2021,3,0,3
Barbados,Anguilla,2021,1,0,1
Belize,Turks and Caicos Islands,2021,5,0,5
Guyana,Bahamas,2021,4,0,4
Azerbaijan,Serbia,2021,1,2,3
Luxembourg,Portugal,2021,1,3,4
Wales,Czech Republic,2021,1,0,1
Belgium,Belarus,2021,8,0,8
Gibraltar,Netherlands,2021,0,7,7
Montenegro,Norway,2021,0,1,1
Turkey,Latvia,2021,3,3,6
Cyprus,Slovenia,2021,1,0,1
Croatia,Malta,2021,3,0,3
Slovakia,Russia,2021,2,1,3
Saudi Arabia,Palestine,2021,5,0,5
Japan,Mongolia,2021,14,0,14
Central African Republic,Mauritania,2021,0,1,1
Morocco,Burundi,2021,1,0,1
Cameroon,Rwanda,2021,0,0,0
Mozambique,Cape Verde,2021,0,1,1
Guinea-Bissau,Congo,2021,3,0,3
Senegal,Eswatini,2021,1,1,2
Ivory Coast,Ethiopia,2021,3,1,4
Madagascar,Niger,2021,0,0,0
Nigeria,Lesotho,2021,3,0,3
Spain,Kosovo,2021,3,1,4
Greece,Georgia,2021,1,1,2
Northern Ireland,Bulgaria,2021,0,0,0
Lithuania,Italy,2021,0,2,2
Bosnia and Herzegovina,France,2021,0,1,1
Ukraine,Kazakhstan,2021,1,1,2
Scotland,Faroe Islands,2021,4,0,4
Austria,Denmark,2021,0,4,4
Moldova,Israel,2021,1,4,5
England,Poland,2021,2,1,3
Andorra,Hungary,2021,1,4,5
San Marino,Albania,2021,0,2,2
Armenia,Romania,2021,3,2,5
Germany,North Macedonia,2021,1,2,3
Liechtenstein,Iceland,2021,1,4,5
Montserrat,United States Virgin Islands,2021,4,0,4
Cayman Islands,Aruba,2021,1,3,4
Cuba,British Virgin Islands,2021,5,0,5
Dominica,Anguilla,2021,3,0,3
Puerto Rico,Bahamas,2021,7,0,7
Mexico,Costa Rica,2021,0,0,0
United States,Honduras,2021,1,0,1
Nepal,Taiwan,2021,2,0,2
Iran,Hong Kong,2021,3,1,4
Bahrain,Cambodia,2021,8,0,8
Palestine,Singapore,2021,4,0,4
Bangladesh,Afghanistan,2021,1,1,2
United Arab Emirates,Malaysia,2021,4,0,4
Thailand,Indonesia,2021,2,2,4
Bolivia,Venezuela,2021,3,1,4
Uruguay,Paraguay,2021,0,0,0
Argentina,Chile,2021,1,1,2
Peru,Colombia,2021,0,3,3
Kuwait,Australia,2021,0,3,3
Qatar,India,2021,1,0,1
Maldives,Syria,2021,0,4,4
Antigua and Barbuda,Grenada,2021,1,0,1
Suriname,Bermuda,2021,6,0,6
Guatemala,Saint Vincent and the Grenadines,2021,10,0,10
Dominican Republic,Barbados,2021,1,1,2
Nicaragua,Belize,2021,3,0,3
Saint Kitts and Nevis,Guyana,2021,3,0,3
Brazil,Ecuador,2021,2,0,2
Saudi Arabia,Yemen,2021,3,0,3
Lebanon,Sri Lanka,2021,3,2,5
South Korea,Turkmenistan,2021,5,0,5
United States Virgin Islands,El Salvador,2021,0,7,7
Aruba,Canada,2021,0,7,7
British Virgin Islands,Curaçao,2021,0,8,8
Panama,Anguilla,2021,13,0,13
Turks and Caicos Islands,Haiti,2021,0,10,10
Bahamas,Trinidad and Tobago,2021,0,0,0
Honduras,Costa Rica,2021,2,2,4
United States,Mexico,2021,3,2,5
Guam,Syria,2021,0,3,3
China PR,Philippines,2021,2,0,2
Nepal,Jordan,2021,0,3,3
Australia,Taiwan,2021,5,1,6
Iraq,Cambodia,2021,4,1,5
Uzbekistan,Singapore,2021,5,0,5
Bangladesh,India,2021,0,2,2
Kyrgyzstan,Mongolia,2021,0,1,1
Japan,Tajikistan,2021,4,1,5
United Arab Emirates,Thailand,2021,3,1,4
Vietnam,Indonesia,2021,4,0,4
Bahrain,Iran,2021,0,3,3
Qatar,Oman,2021,1,0,1
Grenada,Montserrat,2021,1,2,3
El Salvador,Antigua and Barbuda,2021,3,0,3
Canada,Suriname,2021,4,0,4
Bermuda,Cayman Islands,2021,1,1,2
Saint Vincent and the Grenadines,Cuba,2021,0,1,1
Curaçao,Guatemala,2021,0,0,0
Barbados,Dominica,2021,1,1,2
Panama,Dominican Republic,2021,3,0,3
Haiti,Nicaragua,2021,1,0,1
Guyana,Puerto Rico,2021,0,2,2
Trinidad and Tobago,Saint Kitts and Nevis,2021,2,0,2
Ecuador,Peru,2021,1,2,3
Colombia,Argentina,2021,2,2,4
Venezuela,Uruguay,2021,0,0,0
Paraguay,Brazil,2021,0,2,2
Chile,Bolivia,2021,1,1,2
Turkmenistan,Lebanon,2021,3,2,5
South Korea,Sri Lanka,2021,5,0,5
Philippines,Guam,2021,3,0,3
China PR,Maldives,2021,5,0,5
Nepal,Australia,2021,0,3,3
Kuwait,Jordan,2021,0,0,0
Cambodia,Iran,2021,0,10,10
Hong Kong,Iraq,2021,0,1,1
Yemen,Uzbekistan,2021,0,1,1
Afghanistan,Oman,2021,1,2,3
Myanmar,Kyrgyzstan,2021,1,8,9
Malaysia,Vietnam,2021,1,2,3
Italy,Turkey,2021,3,0,3
Saudi Arabia,Singapore,2021,3,0,3
United Arab Emirates,Indonesia,2021,5,0,5
Haiti,Canada,2021,0,1,1
Panama,Curaçao,2021,2,1,3
Saint Kitts and Nevis,El Salvador,2021,0,4,4
Wales,Switzerland,2021,1,1,2
Denmark,Finland,2021,0,1,1
Russia,Belgium,2021,0,3,3
South Korea,Lebanon,2021,2,1,3
Austria,North Macedonia,2021,3,1,4
Netherlands,Ukraine,2021,3,2,5
England,Croatia,2021,1,0,1
Brazil,Venezuela,2021,3,0,3
Colombia,Ecuador,2021,1,0,1
Scotland,Czech Republic,2021,0,2,2
Poland,Slovakia,2021,1,2,3
Spain,Sweden,2021,0,0,0
Argentina,Chile,2021,1,1,2
Paraguay,Bolivia,2021,3,1,4
Philippines,Maldives,2021,1,1,2
China PR,Syria,2021,3,1,4
Australia,Jordan,2021,1,0,1
Bahrain,Hong Kong,2021,4,0,4
Iran,Iraq,2021,1,0,1
Palestine,Yemen,2021,3,0,3
Saudi Arabia,Uzbekistan,2021,3,0,3
Bangladesh,Oman,2021,0,3,3
India,Afghanistan,2021,1,1,2
Tajikistan,Myanmar,2021,4,0,4
Japan,Kyrgyzstan,2021,5,1,6
Thailand,Malaysia,2021,0,1,1
United Arab Emirates,Vietnam,2021,3,2,5
Canada,Haiti,2021,3,0,3
Curaçao,Panama,2021,0,0,0
El Salvador,Saint Kitts and Nevis,2021,2,0,2
Hungary,Portugal,2021,0,3,3
Germany,France,2021,0,1,1
Kuwait,Taiwan,2021,2,1,3
Turkey,Wales,2021,0,2,2
Italy,Switzerland,2021,3,0,3
Russia,Finland,2021,1,0,1
Denmark,Belgium,2021,1,2,3
Ukraine,North Macedonia,2021,2,1,3
Netherlands,Austria,2021,2,0,2
Colombia,Venezuela,2021,0,0,0
Brazil,Peru,2021,4,0,4
Croatia,Czech Republic,2021,1,1,2
England,Scotland,2021,0,0,0
Sweden,Slovakia,2021,1,0,1
Chile,Bolivia,2021,1,0,1
Argentina,Uruguay,2021,1,0,1
Spain,Poland,2021,1,1,2
Hungary,France,2021,1,1,2
Germany,Portugal,2021,4,2,6
Italy,Wales,2021,1,0,1
Switzerland,Turkey,2021,3,1,4
Venezuela,Ecuador,2021,2,2,4
Colombia,Peru,2021,1,2,3
Denmark,Russia,2021,4,1,5
Finland,Belgium,2021,0,2,2
Netherlands,North Macedonia,2021,3,0,3
Ukraine,Austria,2021,0,1,1
Uruguay,Chile,2021,1,1,2
Argentina,Paraguay,2021,1,0,1
Scotland,Croatia,2021,1,3,4
England,Czech Republic,2021,1,0,1
Spain,Slovakia,2021,5,0,5
Sweden,Poland,2021,3,2,5
Germany,Hungary,2021,2,2,4
Portugal,France,2021,2,2,4
Ecuador,Peru,2021,2,2,4
Brazil,Colombia,2021,2,1,3
Bolivia,Uruguay,2021,0,2,2
Chile,Paraguay,2021,0,2,2
Italy,Austria,2021,2,1,3
Wales,Denmark,2021,0,4,4
Netherlands,Czech Republic,2021,0,2,2
Belgium,Portugal,2021,1,0,1
Brazil,Ecuador,2021,1,1,2
Venezuela,Peru,2021,0,1,1
Croatia,Spain,2021,3,5,8
France,Switzerland,2021,3,3,6
Argentina,Bolivia,2021,4,1,5
Uruguay,Paraguay,2021,1,0,1
England,Germany,2021,2,0,2
Sweden,Ukraine,2021,1,2,3
Switzerland,Spain,2021,1,1,2
Belgium,Italy,2021,1,2,3
Peru,Paraguay,2021,3,3,6
Brazil,Chile,2021,1,0,1
Haiti,Saint Vincent and the Grenadines,2021,6,1,7
Trinidad and Tobago,Montserrat,2021,6,1,7
Bermuda,Barbados,2021,8,1,9
Czech Republic,Denmark,2021,1,2,3
Ukraine,England,2021,0,4,4
Uruguay,Colombia,2021,0,0,0
Argentina,Ecuador,2021,3,0,3
Guatemala,Guyana,2021,4,0,4
Cuba,French Guiana,2021,0,3,3
Guadeloupe,Bahamas,2021,2,0,2
Brazil,Peru,2021,1,0,1
Argentina,Colombia,2021,1,1,2
Italy,Spain,2021,1,1,2
Haiti,Bermuda,2021,4,1,5
Guatemala,Guadeloupe,2021,1,1,2
Trinidad and Tobago,French Guiana,2021,1,1,2
England,Denmark,2021,2,1,3
Peru,Colombia,2021,2,3,5
Brazil,Argentina,2021,0,1,1
Mexico,Trinidad and Tobago,2021,0,0,0
England,Italy,2021,1,1,2
El Salvador,Guatemala,2021,2,0,2
Canada,Martinique,2021,4,1,5
United States,Haiti,2021,1,0,1
Jamaica,Suriname,2021,2,0,2
Costa Rica,Guadeloupe,2021,3,1,4
Qatar,Panama,2021,3,3,6
Honduras,Grenada,2021,4,0,4
