HomeTeam;AwayTeam;Year;HomeGoals;AwayGoals;TotalGoals
Germany;Czech Republic;2020;1;0;1
Greece;Cyprus;2020;2;1;3
Italy;Estonia;2020;4;0;4
Lithuania;Faroe Islands;2020;2;1;3
Luxembourg;Austria;2020;0;3;3
Malta;Liechtenstein;2020;3;0;3
Montenegro;Kazakhstan;2020;0;0;0
Netherlands;Spain;2020;1;1;2
Poland;Ukraine;2020;2;0;2
Portugal;Andorra;2020;7;0;7
Romania;Belarus;2020;5;3;8
San Marino;Latvia;2020;0;3;3
Slovenia;Azerbaijan;2020;0;0;0
Turkey;Croatia;2020;3;3;6
Hungary;Iceland;2020;2;1;3
Northern Ireland;Slovakia;2020;1;2;3
Serbia;Scotland;2020;1;1;2
Georgia;North Macedonia;2020;0;1;1
Bosnia and Herzegovina;Iran;2020;0;2;2
England;Republic of Ireland;2020;3;0;3
Jordan;Iraq;2020;0;0;0
Lebanon;Bahrain;2020;1;3;4
Moldova;Russia;2020;0;0;0
United Arab Emirates;Tajikistan;2020;3;2;5
Uzbekistan;Syria;2020;0;1;1
Wales;United States;2020;0;0;0
Bolivia;Ecuador;2020;2;3;5
Argentina;Paraguay;2020;1;1;2
Bangladesh;Nepal;2020;2;0;2
Costa Rica;Qatar;2020;1;1;2
Japan;Panama;2020;1;0;1
Colombia;Uruguay;2020;0;3;3
Chile;Peru;2020;2;0;2
Brazil;Venezuela;2020;1;0;1
Portugal;France;2020;0;1;1
Sweden;Croatia;2020;2;1;3
Germany;Ukraine;2020;3;1;4
Switzerland;Spain;2020;1;1;2
Azerbaijan;Montenegro;2020;0;0;0
Cyprus;Luxembourg;2020;2;1;3
Malta;Andorra;2020;3;1;4
Latvia;Faroe Islands;2020;1;1;2
San Marino;Gibraltar;2020;0;0;0
Mexico;South Korea;2020;3;2;5
Saudi Arabia;Jamaica;2020;3;0;3
Netherlands;Bosnia and Herzegovina;2020;3;1;4
Italy;Poland;2020;2;0;2
Belgium;England;2020;2;0;2
Denmark;Iceland;2020;2;1;3
Austria;Northern Ireland;2020;2;1;3
Romania;Norway;2020;3;0;3
Slovakia;Scotland;2020;1;0;1
Czech Republic;Israel;2020;1;0;1
Turkey;Russia;2020;3;2;5
Hungary;Serbia;2020;1;1;2
Wales;Republic of Ireland;2020;1;0;1
Bulgaria;Finland;2020;1;2;3
North Macedonia;Estonia;2020;2;1;3
Georgia;Armenia;2020;1;2;3
Slovenia;Kosovo;2020;2;1;3
Moldova;Greece;2020;0;2;2
Albania;Kazakhstan;2020;3;1;4
Belarus;Lithuania;2020;2;0;2
Guatemala;Honduras;2020;2;1;3
Jordan;Syria;2020;1;0;1
United Arab Emirates;Bahrain;2020;1;0;1
United States;Panama;2020;6;2;8
Basque Country;Costa Rica;2020;2;1;3
Croatia;Portugal;2020;2;3;5
France;Sweden;2020;4;2;6
Spain;Germany;2020;6;0;6
Switzerland;Ukraine;2020;3;0;3
Luxembourg;Azerbaijan;2020;0;0;0
Montenegro;Cyprus;2020;4;0;4
Andorra;Latvia;2020;0;5;5
Malta;Faroe Islands;2020;1;1;2
Gibraltar;Liechtenstein;2020;1;1;2
Bangladesh;Nepal;2020;0;0;0
Japan;Mexico;2020;0;2;2
South Korea;Qatar;2020;2;1;3
Saudi Arabia;Jamaica;2020;1;2;3
Uzbekistan;Iraq;2020;1;2;3
Ecuador;Colombia;2020;6;1;7
Venezuela;Chile;2020;2;1;3
Peru;Argentina;2020;0;2;2
Paraguay;Bolivia;2020;2;2;4
Uruguay;Brazil;2020;0;2;2
Bosnia and Herzegovina;Italy;2020;0;2;2
Poland;Netherlands;2020;1;2;3
England;Iceland;2020;4;0;4
Belgium;Denmark;2020;4;2;6
Northern Ireland;Romania;2020;1;1;2
Austria;Norway;2020;1;1;2
Czech Republic;Slovakia;2020;2;0;2
Israel;Scotland;2020;1;0;1
Hungary;Turkey;2020;2;0;2
Serbia;Russia;2020;5;0;5
Republic of Ireland;Bulgaria;2020;0;0;0
Wales;Finland;2020;3;1;4
Armenia;North Macedonia;2020;1;0;1
Georgia;Estonia;2020;0;0;0
Kosovo;Moldova;2020;1;0;1
Greece;Slovenia;2020;0;0;0
Albania;Belarus;2020;3;2;5
Kazakhstan;Lithuania;2020;1;2;3
Qatar;Bangladesh;2020;5;0;5
United States;El Salvador;2020;6;0;6
United Arab Emirates;Iraq;2021;0;0;0
Kuwait;Palestine;2021;0;1;1
Dominican Republic;Puerto Rico;2021;0;1;1
Guatemala;Puerto Rico;2021;1;0;1
Dominican Republic;Serbia;2021;0;0;0
Iraq;Kuwait;2021;2;1;3
Panama;Serbia;2021;0;0;0
United States;Trinidad and Tobago;2021;7;0;7
Jordan;Tajikistan;2021;2;0;2
Jordan;Tajikistan;2021;0;1;1
Jordan;Uzbekistan;2021;0;2;2
Guatemala;Nicaragua;2021;1;0;1
Kenya;South Sudan;2021;1;0;1
Kenya;Tanzania;2021;2;1;3
Ethiopia;Malawi;2021;4;0;4
Oman;Jordan;2021;0;0;0
Belarus;Honduras;2021;1;1;2
Jordan;Lebanon;2021;1;0;1
Kosovo;Lithuania;2021;4;0;4
Qatar;Luxembourg;2021;1;0;1
Antigua and Barbuda;Montserrat;2021;2;2;4
Suriname;Cayman Islands;2021;3;0;3
Guatemala;Cuba;2021;1;0;1
Dominican Republic;Dominica;2021;1;0;1
Saint Kitts and Nevis;Puerto Rico;2021;1;0;1
Portugal;Azerbaijan;2021;1;0;1
Serbia;Republic of Ireland;2021;3;2;5
France;Ukraine;2021;1;1;2
Finland;Bosnia and Herzegovina;2021;2;2;4
Belgium;Wales;2021;3;1;4
Estonia;Czech Republic;2021;2;6;8
Turkey;Netherlands;2021;4;2;6
Gibraltar;Norway;2021;0;3;3
Latvia;Montenegro;2021;1;2;3
Malta;Russia;2021;1;3;4
Slovenia;Croatia;2021;1;0;1
Cyprus;Slovakia;2021;0;0;0
Chad;Namibia;2021;0;3;3
Guinea;Mali;2021;1;0;1
South Sudan;Malawi;2021;0;1;1
Uganda;Burkina Faso;2021;0;0;0
São Tomé and Príncipe;Sudan;2021;0;2;2
Rwanda;Mozambique;2021;1;0;1
Ethiopia;Madagascar;2021;4;0;4
Bahrain;Syria;2021;3;1;4
India;Oman;2021;1;1;2
Japan;South Korea;2021;3;0;3
Saudi Arabia;Kuwait;2021;1;0;1
United States;Jamaica;2021;4;1;5
El Salvador;Grenada;2021;2;0;2
Canada;Bermuda;2021;5;1;6
Curaçao;Saint Vincent and the Grenadines;2021;5;0;5
Panama;Barbados;2021;1;0;1
Haiti;Belize;2021;2;0;2
Trinidad and Tobago;Guyana;2021;3;0;3
Spain;Greece;2021;1;1;2
Sweden;Georgia;2021;1;0;1
Bulgaria;Switzerland;2021;1;3;4
Italy;Northern Ireland;2021;2;0;2
Israel;Denmark;2021;0;2;2
Scotland;Austria;2021;2;2;4
Moldova;Faroe Islands;2021;1;1;2
England;San Marino;2021;5;0;5
Andorra;Albania;2021;0;1;1
Hungary;Poland;2021;3;3;6
Germany;Iceland;2021;3;0;3
Liechtenstein;Armenia;2021;0;1;1
Romania;North Macedonia;2021;3;2;5
South Africa;Ghana;2021;1;1;2
Gambia;Angola;2021;1;0;1
Gabon;DR Congo;2021;3;0;3
Comoros;Togo;2021;0;0;0
Kenya;Egypt;2021;1;1;2
Botswana;Zimbabwe;2021;0;1;1
Zambia;Algeria;2021;3;3;6
Equatorial Guinea;Tanzania;2021;1;0;1
Libya;Tunisia;2021;2;5;7
Tajikistan;Mongolia;2021;3;0;3
Chile;Bolivia;2021;2;1;3
Burundi;Central African Republic;2021;2;2;4
Mauritania;Morocco;2021;0;0;0
Cape Verde;Cameroon;2021;3;1;4
Eswatini;Guinea-Bissau;2021;1;3;4
Congo;Senegal;2021;0;0;0
Niger;Ivory Coast;2021;0;3;3
Bosnia and Herzegovina;Costa Rica;2021;0;0;0
Nepal;Bangladesh;2021;0;0;0
Qatar;Azerbaijan;2021;2;1;3
Wales;Mexico;2021;1;0;1
United States Virgin Islands;Antigua and Barbuda;2021;0;3;3
Aruba;Suriname;2021;0;6;6
British Virgin Islands;Guatemala;2021;0;3;3
Anguilla;Dominican Republic;2021;0;6;6
Turks and Caicos Islands;Nicaragua;2021;0;7;7
Bahamas;Saint Kitts and Nevis;2021;0;4;4
Republic of Ireland;Luxembourg;2021;0;1;1
Serbia;Portugal;2021;2;2;4
Belarus;Estonia;2021;4;2;6
Czech Republic;Belgium;2021;1;1;2
Montenegro;Gibraltar;2021;4;1;5
Netherlands;Latvia;2021;2;0;2
Norway;Turkey;2021;0;3;3
Russia;Slovenia;2021;2;1;3
Croatia;Cyprus;2021;1;0;1
Slovakia;Malta;2021;2;2;4
Lesotho;Sierra Leone;2021;0;0;0
Benin;Nigeria;2021;0;1;1
Greece;Honduras;2021;2;1;3
Northern Ireland;United States;2021;1;2;3
Montserrat;El Salvador;2021;1;1;2
Cuba;Curaçao;2021;1;2;3
Dominica;Panama;2021;1;2;3
Puerto Rico;Trinidad and Tobago;2021;1;1;2
Georgia;Spain;2021;1;2;3
Kosovo;Sweden;2021;0;3;3
Switzerland;Lithuania;2021;1;0;1
Bulgaria;Italy;2021;0;2;2
Kazakhstan;France;2021;0;2;2
Ukraine;Finland;2021;1;1;2
Denmark;Moldova;2021;8;0;8
Austria;Faroe Islands;2021;3;1;4
Israel;Scotland;2021;1;1;2
Albania;England;2021;0;2;2
Poland;Andorra;2021;3;0;3
San Marino;Hungary;2021;0;3;3
Armenia;Iceland;2021;2;0;2
North Macedonia;Liechtenstein;2021;5;0;5
Romania;Germany;2021;0;1;1
Namibia;Guinea;2021;2;1;3
Mali;Chad;2021;3;0;3
Ghana;São Tomé and Príncipe;2021;3;1;4
Sudan;South Africa;2021;2;0;2
Tunisia;Equatorial Guinea;2021;2;1;3
Tanzania;Libya;2021;1;0;1
Ecuador;Bolivia;2021;2;1;3
Kuwait;Lebanon;2021;1;1;2
Nepal;Bangladesh;2021;2;1;3
Uzbekistan;Iraq;2021;0;1;1
Cayman Islands;Canada;2021;0;11;11
Burkina Faso;South Sudan;2021;1;0;1
Malawi;Uganda;2021;1;0;1
Angola;Gabon;2021;2;0;2
DR Congo;Gambia;2021;1;0;1
Togo;Kenya;2021;1;2;3
Egypt;Comoros;2021;4;0;4
Algeria;Botswana;2021;5;0;5
Zimbabwe;Zambia;2021;0;2;2
United Arab Emirates;India;2021;6;0;6
Bahrain;Jordan;2021;1;2;3
Costa Rica;Mexico;2021;0;1;1
Iran;Syria;2021;3;0;3
Republic of Ireland;Qatar;2021;1;1;2
Grenada;United States Virgin Islands;2021;1;0;1
Bermuda;Aruba;2021;5;0;5
Saint Vincent and the Grenadines;British Virgin Islands;2021;3;0;3
Barbados;Anguilla;2021;1;0;1
Belize;Turks and Caicos Islands;2021;5;0;5
Guyana;Bahamas;2021;4;0;4
Azerbaijan;Serbia;2021;1;2;3
Luxembourg;Portugal;2021;1;3;4
Wales;Czech Republic;2021;1;0;1
Belgium;Belarus;2021;8;0;8
Gibraltar;Netherlands;2021;0;7;7
Montenegro;Norway;2021;0;1;1
Turkey;Latvia;2021;3;3;6
Cyprus;Slovenia;2021;1;0;1
Croatia;Malta;2021;3;0;3
Slovakia;Russia;2021;2;1;3
Saudi Arabia;Palestine;2021;5;0;5
Japan;Mongolia;2021;14;0;14
Central African Republic;Mauritania;2021;0;1;1
Morocco;Burundi;2021;1;0;1
Cameroon;Rwanda;2021;0;0;0
Mozambique;Cape Verde;2021;0;1;1
Guinea-Bissau;Congo;2021;3;0;3
Senegal;Eswatini;2021;1;1;2
Ivory Coast;Ethiopia;2021;3;1;4
Madagascar;Niger;2021;0;0;0
Nigeria;Lesotho;2021;3;0;3
Sweden;Estonia;2021;1;0;1
Switzerland;Finland;2021;3;2;5
Spain;Kosovo;2021;3;1;4
Greece;Georgia;2021;1;1;2
Northern Ireland;Bulgaria;2021;0;0;0
Lithuania;Italy;2021;0;2;2
Bosnia and Herzegovina;France;2021;0;1;1
Ukraine;Kazakhstan;2021;1;1;2
Scotland;Faroe Islands;2021;4;0;4
Austria;Denmark;2021;0;4;4
Moldova;Israel;2021;1;4;5
England;Poland;2021;2;1;3
Andorra;Hungary;2021;1;4;5
San Marino;Albania;2021;0;2;2
Armenia;Romania;2021;3;2;5
Germany;North Macedonia;2021;1;2;3
Liechtenstein;Iceland;2021;1;4;5
Ukraine;Bahrain;2021;1;1;2
Iraq;Tajikistan;2021;0;0;0
United Arab Emirates;Jordan;2021;5;1;6
Indonesia;Afghanistan;2021;2;3;5
Oman;Thailand;2021;1;0;1
Turkey;Azerbaijan;2021;2;1;3
Bahrain;Malaysia;2021;2;0;2
Italy;San Marino;2021;7;0;7
Indonesia;Oman;2021;1;3;4
Iraq;Nepal;2021;6;2;8
Mexico;Iceland;2021;2;1;3
Singapore;Afghanistan;2021;1;1;2
Sweden;Finland;2021;2;0;2
Thailand;Tajikistan;2021;2;2;4
Malta;Northern Ireland;2021;0;3;3
Switzerland;United States;2021;2;1;3
Jordan;Vietnam;2021;1;1;2
Turkey;Guinea;2021;0;0;0
Croatia;Armenia;2021;1;1;2
Kosovo;San Marino;2021;4;1;5
North Macedonia;Slovenia;2021;1;1;2
Poland;Russia;2021;1;1;2
Slovakia;Bulgaria;2021;1;1;2
Lithuania;Estonia;2021;0;1;1
Belarus;Azerbaijan;2021;1;2;3
Bosnia and Herzegovina;Montenegro;2021;0;0;0
England;Austria;2021;1;0;1
France;Wales;2021;3;0;3
Germany;Denmark;2021;1;1;2
Mozambique;Lesotho;2021;5;0;5
Netherlands;Scotland;2021;2;2;4
Norway;Luxembourg;2021;1;0;1
Romania;Georgia;2021;1;2;3
Montserrat;United States Virgin Islands;2021;4;0;4
Cayman Islands;Aruba;2021;1;3;4
Cuba;British Virgin Islands;2021;5;0;5
Dominica;Anguilla;2021;3;0;3
Puerto Rico;Bahamas;2021;7;0;7
Algeria;Mauritania;2021;4;1;5
Andorra;Republic of Ireland;2021;1;4;5
Belgium;Greece;2021;1;1;2
Switzerland;Liechtenstein;2021;7;0;7
Turkey;Moldova;2021;2;0;2
Ukraine;Northern Ireland;2021;1;0;1
Mexico;Costa Rica;2021;0;0;0
United States;Honduras;2021;1;0;1
Nepal;Taiwan;2021;2;0;2
Iran;Hong Kong;2021;3;1;4
Bahrain;Cambodia;2021;8;0;8
Palestine;Singapore;2021;4;0;4
Bangladesh;Afghanistan;2021;1;1;2
United Arab Emirates;Malaysia;2021;4;0;4
Thailand;Indonesia;2021;2;2;4
Bolivia;Venezuela;2021;3;1;4
Uruguay;Paraguay;2021;0;0;0
Argentina;Chile;2021;1;1;2
Peru;Colombia;2021;0;3;3
Kuwait;Australia;2021;0;3;3
Qatar;India;2021;1;0;1
Faroe Islands;Iceland;2021;0;1;1
Finland;Estonia;2021;0;1;1
Hungary;Cyprus;2021;1;0;1
Italy;Czech Republic;2021;4;0;4
Kosovo;Malta;2021;2;1;3
Nigeria;Cameroon;2021;0;1;1
North Macedonia;Kazakhstan;2021;4;0;4
Rwanda;Central African Republic;2021;2;0;2
Slovenia;Gibraltar;2021;6;0;6
Spain;Portugal;2021;0;0;0
Latvia;Lithuania;2021;3;1;4
Maldives;Syria;2021;0;4;4
Antigua and Barbuda;Grenada;2021;1;0;1
Suriname;Bermuda;2021;6;0;6
Guatemala;Saint Vincent and the Grenadines;2021;10;0;10
Dominican Republic;Barbados;2021;1;1;2
Nicaragua;Belize;2021;3;0;3
Saint Kitts and Nevis;Guyana;2021;3;0;3
Brazil;Ecuador;2021;2;0;2
Guinea;Togo;2021;0;2;2
Ivory Coast;Burkina Faso;2021;2;1;3
Montenegro;Israel;2021;1;3;4
Niger;Gambia;2021;0;2;2
Russia;Bulgaria;2021;1;0;1
Senegal;Zambia;2021;3;1;4
Sweden;Armenia;2021;3;1;4
Tunisia;DR Congo;2021;1;0;1
Wales;Albania;2021;0;0;0
Saudi Arabia;Yemen;2021;3;0;3
Lebanon;Sri Lanka;2021;3;2;5
South Korea;Turkmenistan;2021;5;0;5
United States Virgin Islands;El Salvador;2021;0;7;7
Aruba;Canada;2021;0;7;7
British Virgin Islands;Curaçao;2021;0;8;8
Panama;Anguilla;2021;13;0;13
Turks and Caicos Islands;Haiti;2021;0;10;10
Bahamas;Trinidad and Tobago;2021;0;0;0
Algeria;Mali;2021;1;0;1
Austria;Slovakia;2021;0;0;0
Belgium;Croatia;2021;1;0;1
Denmark;Bosnia and Herzegovina;2021;2;0;2
England;Romania;2021;1;0;1
Luxembourg;Scotland;2021;0;1;1
Moldova;Azerbaijan;2021;1;0;1
Netherlands;Georgia;2021;3;0;3
Norway;Greece;2021;1;2;3
Honduras;Costa Rica;2021;2;2;4
United States;Mexico;2021;3;2;5
Andorra;Gibraltar;2021;0;0;0
Faroe Islands;Liechtenstein;2021;5;1;6
Germany;Latvia;2021;7;1;8
Rwanda;Central African Republic;2021;5;0;5
Serbia;Jamaica;2021;1;1;2
Ukraine;Cyprus;2021;4;0;4
Guam;Syria;2021;0;3;3
China PR;Philippines;2021;2;0;2
Nepal;Jordan;2021;0;3;3
Australia;Taiwan;2021;5;1;6
Iraq;Cambodia;2021;4;1;5
Uzbekistan;Singapore;2021;5;0;5
Bangladesh;India;2021;0;2;2
Kyrgyzstan;Mongolia;2021;0;1;1
Japan;Tajikistan;2021;4;1;5
United Arab Emirates;Thailand;2021;3;1;4
Vietnam;Indonesia;2021;4;0;4
Bahrain;Iran;2021;0;3;3
Qatar;Oman;2021;1;0;1
Benin;Zambia;2021;2;2;4
Cameroon;Nigeria;2021;0;0;0
Czech Republic;Albania;2021;3;1;4
France;Bulgaria;2021;3;0;3
Gambia;Togo;2021;1;0;1
Hungary;Republic of Ireland;2021;0;0;0
Kosovo;Guinea;2021;1;2;3
Morocco;Ghana;2021;1;0;1
Mozambique;Eswatini;2021;1;1;2
Poland;Iceland;2021;2;2;4
Senegal;Cape Verde;2021;2;0;2
Spain;Lithuania;2021;4;0;4
Grenada;Montserrat;2021;1;2;3
El Salvador;Antigua and Barbuda;2021;3;0;3
Canada;Suriname;2021;4;0;4
Bermuda;Cayman Islands;2021;1;1;2
Saint Vincent and the Grenadines;Cuba;2021;0;1;1
Curaçao;Guatemala;2021;0;0;0
Barbados;Dominica;2021;1;1;2
Panama;Dominican Republic;2021;3;0;3
Haiti;Nicaragua;2021;1;0;1
Guyana;Puerto Rico;2021;0;2;2
Trinidad and Tobago;Saint Kitts and Nevis;2021;2;0;2
Ecuador;Peru;2021;1;2;3
Colombia;Argentina;2021;2;2;4
Venezuela;Uruguay;2021;0;0;0
Paraguay;Brazil;2021;0;2;2
Chile;Bolivia;2021;1;1;2
Turkmenistan;Lebanon;2021;3;2;5
Niger;Congo;2021;0;1;1
Portugal;Israel;2021;4;0;4
United States;Costa Rica;2021;4;0;4
South Korea;Sri Lanka;2021;5;0;5
Estonia;Latvia;2021;2;1;3
South Africa;Uganda;2021;3;2;5
Philippines;Guam;2021;3;0;3
China PR;Maldives;2021;5;0;5
Nepal;Australia;2021;0;3;3
Kuwait;Jordan;2021;0;0;0
Cambodia;Iran;2021;0;10;10
Hong Kong;Iraq;2021;0;1;1
Yemen;Uzbekistan;2021;0;1;1
Afghanistan;Oman;2021;1;2;3
Myanmar;Kyrgyzstan;2021;1;8;9
Malaysia;Vietnam;2021;1;2;3
Japan;Serbia;2021;1;0;1
DR Congo;Mali;2021;1;1;2
Guinea;Niger;2021;2;1;3
Kosovo;Gambia;2021;1;0;1
Mauritania;Liberia;2021;1;0;1
Tunisia;Algeria;2021;0;2;2
Italy;Turkey;2021;3;0;3
Saudi Arabia;Singapore;2021;3;0;3
United Arab Emirates;Indonesia;2021;5;0;5
Haiti;Canada;2021;0;1;1
Panama;Curaçao;2021;2;1;3
Saint Kitts and Nevis;El Salvador;2021;0;4;4
Ghana;Ivory Coast;2021;0;0;0
Mexico;Honduras;2021;0;0;0
Morocco;Burkina Faso;2021;1;0;1
Wales;Switzerland;2021;1;1;2
Denmark;Finland;2021;0;1;1
Russia;Belgium;2021;0;3;3
South Korea;Lebanon;2021;2;1;3
Sudan;Zambia;2021;0;1;1
Tanzania;Malawi;2021;2;0;2
Austria;North Macedonia;2021;3;1;4
Netherlands;Ukraine;2021;3;2;5
England;Croatia;2021;1;0;1
Brazil;Venezuela;2021;3;0;3
Colombia;Ecuador;2021;1;0;1
Libya;Liberia;2021;0;1;1
Scotland;Czech Republic;2021;0;2;2
Poland;Slovakia;2021;1;2;3
Spain;Sweden;2021;0;0;0
Argentina;Chile;2021;1;1;2
Paraguay;Bolivia;2021;3;1;4
Philippines;Maldives;2021;1;1;2
China PR;Syria;2021;3;1;4
Australia;Jordan;2021;1;0;1
Bahrain;Hong Kong;2021;4;0;4
Iran;Iraq;2021;1;0;1
Palestine;Yemen;2021;3;0;3
Saudi Arabia;Uzbekistan;2021;3;0;3
Bangladesh;Oman;2021;0;3;3
India;Afghanistan;2021;1;1;2
Tajikistan;Myanmar;2021;4;0;4
Japan;Kyrgyzstan;2021;5;1;6
Thailand;Malaysia;2021;0;1;1
United Arab Emirates;Vietnam;2021;3;2;5
Canada;Haiti;2021;3;0;3
Curaçao;Panama;2021;0;0;0
El Salvador;Saint Kitts and Nevis;2021;2;0;2
Tunisia;Mali;2021;1;0;1
Djibouti;Somalia;2021;1;0;1
Hungary;Portugal;2021;0;3;3
Germany;France;2021;0;1;1
Kuwait;Taiwan;2021;2;1;3
Turkey;Wales;2021;0;2;2
Italy;Switzerland;2021;3;0;3
Russia;Finland;2021;1;0;1
Denmark;Belgium;2021;1;2;3
Ukraine;North Macedonia;2021;2;1;3
Netherlands;Austria;2021;2;0;2
Colombia;Venezuela;2021;0;0;0
Brazil;Peru;2021;4;0;4
Algeria;Liberia;2021;5;1;6
Croatia;Czech Republic;2021;1;1;2
England;Scotland;2021;0;0;0
Sweden;Slovakia;2021;1;0;1
Chile;Bolivia;2021;1;0;1
Argentina;Uruguay;2021;1;0;1
Spain;Poland;2021;1;1;2
Hungary;France;2021;1;1;2
Germany;Portugal;2021;4;2;6
Libya;Sudan;2021;0;1;1
Italy;Wales;2021;1;0;1
Switzerland;Turkey;2021;3;1;4
Venezuela;Ecuador;2021;2;2;4
Colombia;Peru;2021;1;2;3
Oman;Somalia;2021;2;1;3
Denmark;Russia;2021;4;1;5
Finland;Belgium;2021;0;2;2
Netherlands;North Macedonia;2021;3;0;3
Ukraine;Austria;2021;0;1;1
Uruguay;Chile;2021;1;1;2
Argentina;Paraguay;2021;1;0;1
Scotland;Croatia;2021;1;3;4
England;Czech Republic;2021;1;0;1
Mauritania;Yemen;2021;2;0;2
Spain;Slovakia;2021;5;0;5
Sweden;Poland;2021;3;2;5
Germany;Hungary;2021;2;2;4
Portugal;France;2021;2;2;4
Ecuador;Peru;2021;2;2;4
Brazil;Colombia;2021;2;1;3
Lebanon;Djibouti;2021;1;0;1
Bolivia;Uruguay;2021;0;2;2
Chile;Paraguay;2021;0;2;2
Palestine;Comoros;2021;5;1;6
Bahrain;Kuwait;2021;2;0;2
Italy;Austria;2021;2;1;3
Wales;Denmark;2021;0;4;4
Netherlands;Czech Republic;2021;0;2;2
Belgium;Portugal;2021;1;0;1
Brazil;Ecuador;2021;1;1;2
Venezuela;Peru;2021;0;1;1
El Salvador;Guatemala;2021;0;0;0
Croatia;Spain;2021;3;5;8
France;Switzerland;2021;3;3;6
Argentina;Bolivia;2021;4;1;5
Uruguay;Paraguay;2021;1;0;1
England;Germany;2021;2;0;2
Sweden;Ukraine;2021;1;2;3
Mexico;Panama;2021;3;0;3
Switzerland;Spain;2021;1;1;2
Belgium;Italy;2021;1;2;3
Peru;Paraguay;2021;3;3;6
Brazil;Chile;2021;1;0;1
Haiti;Saint Vincent and the Grenadines;2021;6;1;7
Trinidad and Tobago;Montserrat;2021;6;1;7
Bermuda;Barbados;2021;8;1;9
Czech Republic;Denmark;2021;1;2;3
Ukraine;England;2021;0;4;4
Mexico;Nigeria;2021;4;0;4
Uruguay;Colombia;2021;0;0;0
Argentina;Ecuador;2021;3;0;3
Guatemala;Guyana;2021;4;0;4
Cuba;French Guiana;2021;0;3;3
Guadeloupe;Bahamas;2021;2;0;2
Qatar;El Salvador;2021;1;0;1
Brazil;Peru;2021;1;0;1
Argentina;Colombia;2021;1;1;2
Italy;Spain;2021;1;1;2
Haiti;Bermuda;2021;4;1;5
Guatemala;Guadeloupe;2021;1;1;2
Trinidad and Tobago;French Guiana;2021;1;1;2
Eswatini;Lesotho;2021;3;1;4
South Africa;Botswana;2021;1;0;1
England;Denmark;2021;2;1;3
Mozambique;Zimbabwe;2021;0;0;0
Senegal;Namibia;2021;1;2;3
Zambia;Lesotho;2021;1;2;3
South Africa;Eswatini;2021;1;0;1
Peru;Colombia;2021;2;3;5
Malawi;Zimbabwe;2021;2;2;4
Senegal;Mozambique;2021;1;0;1
Brazil;Argentina;2021;0;1;1
Lesotho;Botswana;2021;0;4;4
Zambia;Eswatini;2021;0;1;1
Mexico;Trinidad and Tobago;2021;0;0;0
England;Italy;2021;1;1;2
Namibia;Zimbabwe;2021;2;0;2
Mozambique;Malawi;2021;2;0;2
El Salvador;Guatemala;2021;2;0;2
Canada;Martinique;2021;4;1;5
United States;Haiti;2021;1;0;1
Jamaica;Suriname;2021;2;0;2
Costa Rica;Guadeloupe;2021;3;1;4
Botswana;Zambia;2021;1;2;3
South Africa;Lesotho;2021;4;0;4
Senegal;Zimbabwe;2021;2;1;3
Malawi;Namibia;2021;1;1;2
Qatar;Panama;2021;3;3;6
Honduras;Grenada;2021;4;0;4
South Africa;Zambia;2021;0;0;0
Eswatini;Botswana;2021;1;1;2
Mozambique;Namibia;2021;1;0;1
Senegal;Malawi;2021;2;1;3
Trinidad and Tobago;El Salvador;2021;0;2;2
Guatemala;Mexico;2021;0;3;3
Haiti;Canada;2021;1;4;5
United States;Martinique;2021;6;1;7
Senegal;Eswatini;2021;2;2;4
South Africa;Mozambique;2021;3;0;3
Guadeloupe;Jamaica;2021;1;2;3
Suriname;Costa Rica;2021;1;2;3
Grenada;Qatar;2021;0;4;4
Panama;Honduras;2021;2;3;5
Eswatini;Mozambique;2021;1;1;2
South Africa;Senegal;2021;0;0;0
Guatemala;Trinidad and Tobago;2021;1;1;2
Mexico;El Salvador;2021;1;0;1
Martinique;Haiti;2021;1;2;3
United States;Canada;2021;1;0;1
Suriname;Guadeloupe;2021;2;1;3
Costa Rica;Jamaica;2021;1;0;1
Panama;Grenada;2021;3;1;4
Honduras;Qatar;2021;0;2;2
Mexico;Honduras;2021;3;0;3
Qatar;El Salvador;2021;3;2;5
Costa Rica;Canada;2021;0;2;2
United States;Jamaica;2021;1;0;1
Mexico;Canada;2021;2;1;3
United States;Qatar;2021;1;0;1
United States;Mexico;2021;1;0;1
El Salvador;Costa Rica;2021;0;0;0
Niger;Sudan;2021;2;1;3
Sudan;Niger;2021;3;0;3
Ethiopia;Sierra Leone;2021;0;0;0
Ethiopia;Uganda;2021;2;1;3
Bahrain;Haiti;2021;6;1;7
Comoros;Seychelles;2021;7;1;8
Finland;Wales;2021;0;0;0
Qatar;Serbia;2021;0;4;4
Switzerland;Greece;2021;2;1;3
Central African Republic;Cape Verde;2021;1;1;2
Mali;Rwanda;2021;1;0;1
Egypt;Angola;2021;1;0;1
Libya;Gabon;2021;2;1;3
Senegal;Togo;2021;2;0;2
Guinea-Bissau;Guinea;2021;1;1;2
Portugal;Republic of Ireland;2021;2;1;3
Luxembourg;Azerbaijan;2021;2;1;3
Kazakhstan;Ukraine;2021;2;2;4
France;Bosnia and Herzegovina;2021;1;1;2
Faroe Islands;Israel;2021;0;4;4
Denmark;Scotland;2021;2;0;2
Moldova;Austria;2021;0;2;2
Norway;Netherlands;2021;1;1;2
